spacecraft,groundstation,station_code,station_mode,filter_station,aos,los,aos_doy,los_doy,aos_time,los_time,aos_mt,doy,duration_min,peak_elevation,az_path,in_sun,mode,deleted,color,source_file,is_leafspace
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-21T01:22:01.985808+00:00,2026-09-21T01:31:54.253568+00:00,2026/264-01:22:01,2026/264-01:31:54,01:22:01,01:31:54,19:22:01,2026/264,9.9 min,13.6°,SW→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-21T01:45:22.127886+00:00,2026-09-21T01:56:21.747004+00:00,2026/264-01:45:22,2026/264-01:56:21,01:45:22,01:56:21,19:45:22,2026/264,11.0 min,32.0°,SW→E,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-21T01:46:53.567515+00:00,2026-09-21T01:55:50.132705+00:00,2026/264-01:46:53,2026/264-01:55:50,01:46:53,01:55:50,19:46:53,2026/264,8.9 min,9.3°,SW→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-09-21T01:54:25.133527+00:00,2026-09-21T02:01:58.326065+00:00,2026/264-01:54:25,2026/264-02:01:58,01:54:25,02:01:58,19:54:25,2026/264,7.6 min,5.6°,N→NE,YES,UHF,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-21T03:01:29.959161+00:00,2026-09-21T03:03:52.405242+00:00,2026/264-03:01:29,2026/264-03:03:52,03:01:29,03:03:52,21:01:29,2026/264,2.4 min,0.4°,W→NW,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-21T03:22:16.265337+00:00,2026-09-21T03:33:24.825593+00:00,2026/264-03:22:16,2026/264-03:33:24,03:22:16,03:33:24,21:22:16,2026/264,11.1 min,38.1°,W→E,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-21T03:31:11.497889+00:00,2026-09-21T03:42:15.525919+00:00,2026/264-03:31:11,2026/264-03:42:15,03:31:11,03:42:15,21:31:11,2026/264,11.1 min,30.5°,NW→SE,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-21T04:59:23.275365+00:00,2026-09-21T05:10:04.360511+00:00,2026/264-04:59:23,2026/264-05:10:04,04:59:23,05:10:04,22:59:23,2026/264,10.7 min,24.5°,W→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-21T05:08:44.893177+00:00,2026-09-21T05:19:18.125578+00:00,2026/264-05:08:44,2026/264-05:19:18,05:08:44,05:19:18,23:08:44,2026/264,10.6 min,21.8°,NW→S,NO,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-21T06:36:47.227766+00:00,2026-09-21T06:45:33.592779+00:00,2026/264-06:36:47,2026/264-06:45:33,06:36:47,06:45:33,00:36:47,2026/264,8.8 min,9.6°,W→S,YES,UHF,False,#00d7ff,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-09-21T08:27:38.572080+00:00,2026-09-21T08:33:23.246583+00:00,2026/264-08:27:38,2026/264-08:33:23,08:27:38,08:33:23,02:27:38,2026/264,5.7 min,2.9°,NE→SE,NO,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-21T09:35:27.678248+00:00,2026-09-21T09:46:40.462279+00:00,2026/264-09:35:27,2026/264-09:46:40,09:35:27,09:46:40,03:35:27,2026/264,11.2 min,35.1°,N→S,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-21T09:59:12.435123+00:00,2026-09-21T10:10:43.076199+00:00,2026/264-09:59:12,2026/264-10:10:43,09:59:12,10:10:43,03:59:12,2026/264,11.5 min,72.7°,N→S,YES,UHF+SBD,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-21T11:04:52.525266+00:00,2026-09-21T11:13:19.211773+00:00,2026/264-11:04:52,2026/264-11:13:19,11:04:52,11:13:19,05:04:52,2026/264,8.4 min,7.7°,NE→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-21T11:09:46.978267+00:00,2026-09-21T11:19:30.299205+00:00,2026/264-11:09:46,2026/264-11:19:30,11:09:46,11:19:30,05:09:46,2026/264,9.7 min,14.3°,N→SW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-21T11:28:32.490017+00:00,2026-09-21T11:38:01.816850+00:00,2026/264-11:28:32,2026/264-11:38:01,11:28:32,11:38:01,05:28:32,2026/264,9.5 min,11.6°,NE→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-09-21T11:34:10.109139+00:00,2026-09-21T11:42:14.555464+00:00,2026/264-11:34:10,2026/264-11:42:14,11:34:10,11:42:14,05:34:10,2026/264,8.1 min,7.5°,N→W,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-21T12:38:27.345186+00:00,2026-09-21T12:49:44.974477+00:00,2026/264-12:38:27,2026/264-12:49:44,12:38:27,12:49:44,06:38:27,2026/264,11.3 min,34.9°,N→S,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-21T13:02:15.016933+00:00,2026-09-21T13:13:45.820844+00:00,2026/264-13:02:15,2026/264-13:13:45,13:02:15,13:13:45,07:02:15,2026/264,11.5 min,51.5°,N→S,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-21T14:12:26.625591+00:00,2026-09-21T14:23:49.859054+00:00,2026/264-14:12:26,2026/264-14:23:49,14:12:26,14:23:49,08:12:26,2026/264,11.4 min,46.7°,N→SW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-21T14:36:13.454935+00:00,2026-09-21T14:47:21.334217+00:00,2026/264-14:36:13,2026/264-14:47:21,14:36:13,14:47:21,08:36:13,2026/264,11.1 min,33.6°,N→SW,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-21T15:46:25.233858+00:00,2026-09-21T15:56:14.255693+00:00,2026/264-15:46:25,2026/264-15:56:14,15:46:25,15:56:14,09:46:25,2026/264,9.8 min,14.8°,N→W,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-21T16:10:06.712489+00:00,2026-09-21T16:19:25.107967+00:00,2026/264-16:10:06,2026/264-16:19:25,16:10:06,16:19:25,10:10:06,2026/264,9.3 min,11.9°,N→W,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-21T17:20:00.481736+00:00,2026-09-21T17:27:42.821899+00:00,2026/264-17:20:00,2026/264-17:27:42,17:20:00,17:27:42,11:20:00,2026/264,7.7 min,6.5°,NE→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-21T17:43:28.562401+00:00,2026-09-21T17:50:48.762717+00:00,2026/264-17:43:28,2026/264-17:50:48,17:43:28,17:50:48,11:43:28,2026/264,7.3 min,5.7°,NE→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-21T18:52:11.433574+00:00,2026-09-21T19:02:26.589545+00:00,2026/264-18:52:11,2026/264-19:02:26,18:52:11,19:02:26,12:52:11,2026/264,10.3 min,18.1°,S→NE,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-21T18:52:32.570039+00:00,2026-09-21T18:59:34.463473+00:00,2026/264-18:52:32,2026/264-18:59:34,18:52:32,18:59:34,12:52:32,2026/264,7.0 min,5.1°,NE→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-21T19:15:39.353360+00:00,2026-09-21T19:22:55.288738+00:00,2026/264-19:15:39,2026/264-19:22:55,19:15:39,19:22:55,13:15:39,2026/264,7.3 min,5.6°,NE→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-21T20:14:25.452926+00:00,2026-09-21T20:24:19.512491+00:00,2026/264-20:14:25,2026/264-20:24:19,20:14:25,20:24:19,14:14:25,2026/264,9.9 min,15.5°,SE→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-21T20:24:02.062904+00:00,2026-09-21T20:32:41.340665+00:00,2026/264-20:24:02,2026/264-20:32:41,20:24:02,20:32:41,14:24:02,2026/264,8.7 min,9.2°,E→N,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP DELETED,BOULDER,2026-09-21T20:28:55.210825+00:00,2026-09-21T20:40:07.794825+00:00,2026/264-20:28:55,2026/264-20:40:07,20:28:55,20:40:07,14:28:55,2026/264,11.2 min,36.0°,SW→NE,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-21T20:37:21.814054+00:00,2026-09-21T20:48:13.849132+00:00,2026/264-20:37:21,2026/264-20:48:13,20:37:21,20:48:13,14:37:21,2026/264,10.9 min,27.4°,SE→N,YES,UHF+SBD,False,#ff5050,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-21T20:47:03.005669+00:00,2026-09-21T20:56:14.190426+00:00,2026/264-20:47:03,2026/264-20:56:14,20:47:03,20:56:14,14:47:03,2026/264,9.2 min,11.3°,E→N,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-21T21:47:25.123695+00:00,2026-09-21T21:58:33.647964+00:00,2026/264-21:47:25,2026/264-21:58:33,21:47:25,21:58:33,15:47:25,2026/264,11.1 min,32.1°,S→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-21T21:55:49.145721+00:00,2026-09-21T22:06:31.311229+00:00,2026/264-21:55:49,2026/264-22:06:31,21:55:49,22:06:31,15:55:49,2026/264,10.7 min,23.7°,SE→N,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP DELETED,BOULDER,2026-09-21T22:08:59.321891+00:00,2026-09-21T22:16:55.232123+00:00,2026/264-22:08:59,2026/264-22:16:55,22:08:59,22:16:55,16:08:59,2026/264,7.9 min,6.4°,W→N,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-21T22:09:28.520665+00:00,2026-09-21T22:14:55.724071+00:00,2026/264-22:09:28,2026/264-22:14:55,22:09:28,22:14:55,16:09:28,2026/264,5.5 min,2.7°,SE→E,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-09-21T22:11:30.891536+00:00,2026-09-21T22:21:48.061002+00:00,2026/264-22:11:30,2026/264-22:21:48,22:11:30,22:21:48,16:11:30,2026/264,10.3 min,17.4°,SW→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-21T22:19:02.738770+00:00,2026-09-21T22:30:06.560145+00:00,2026/264-22:19:02,2026/264-22:30:06,22:19:02,22:30:06,16:19:02,2026/264,11.1 min,31.3°,SE→N,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-21T23:28:56.159489+00:00,2026-09-21T23:40:32.457591+00:00,2026/264-23:28:56,2026/264-23:40:32,23:28:56,23:40:32,17:28:56,2026/264,11.6 min,84.0°,S→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-21T23:43:20.272427+00:00,2026-09-21T23:53:07.955396+00:00,2026/264-23:43:20,2026/264-23:53:07,23:43:20,23:53:07,17:43:20,2026/264,9.8 min,14.7°,S→E,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP DELETED,BOULDER,2026-09-21T23:50:31.052116+00:00,2026-09-21T23:54:23.458783+00:00,2026/264-23:50:31,2026/264-23:54:23,23:50:31,23:54:23,17:50:31,2026/264,3.9 min,1.2°,N→N,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-21T23:52:32.061703+00:00,2026-09-22T00:04:05.186755+00:00,2026/264-23:52:32,2026/265-00:04:05,23:52:32,00:04:05,17:52:32,2026/264,11.6 min,56.7°,S→N,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-22T01:03:59.982357+00:00,2026-09-22T01:14:25.109739+00:00,2026/265-01:03:59,2026/265-01:14:25,01:03:59,01:14:25,19:03:59,2026/265,10.4 min,17.7°,SW→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-22T01:19:24.213286+00:00,2026-09-22T01:30:21.756299+00:00,2026/265-01:19:24,2026/265-01:30:21,01:19:24,01:30:21,19:19:24,2026/265,11.0 min,30.9°,SW→E,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-22T01:28:07.403338+00:00,2026-09-22T01:37:49.551380+00:00,2026/265-01:28:07,2026/265-01:37:49,01:28:07,01:37:49,19:28:07,2026/265,9.7 min,12.6°,SW→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-09-22T01:28:26.718999+00:00,2026-09-22T01:35:39.158441+00:00,2026/265-01:28:26,2026/265-01:35:39,01:28:26,01:35:39,19:28:26,2026/265,7.2 min,4.9°,N→NE,YES,UHF,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-22T02:42:09.001576+00:00,2026-09-22T02:47:16.819243+00:00,2026/265-02:42:09,2026/265-02:47:16,02:42:09,02:47:16,20:42:09,2026/265,5.1 min,2.2°,W→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-22T02:56:16.535074+00:00,2026-09-22T03:07:25.456528+00:00,2026/265-02:56:16,2026/265-03:07:25,02:56:16,03:07:25,20:56:16,2026/265,11.1 min,38.5°,W→E,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-22T03:05:12.321448+00:00,2026-09-22T03:16:07.547324+00:00,2026/265-03:05:12,2026/265-03:16:07,03:05:12,03:16:07,21:05:12,2026/265,10.9 min,26.5°,NW→SE,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-22T04:33:22.960812+00:00,2026-09-22T04:44:07.722813+00:00,2026/265-04:33:22,2026/265-04:44:07,04:33:22,04:44:07,22:33:22,2026/265,10.7 min,25.7°,W→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-22T04:42:39.363066+00:00,2026-09-22T04:53:26.291878+00:00,2026/265-04:42:39,2026/265-04:53:26,04:42:39,04:53:26,22:42:39,2026/265,10.8 min,25.7°,NW→S,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-22T06:10:44.413806+00:00,2026-09-22T06:19:44.263378+00:00,2026/265-06:10:44,2026/265-06:19:44,06:10:44,06:19:44,00:10:44,2026/265,9.0 min,10.5°,W→S,YES,UHF,False,#00d7ff,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-22T09:18:07.515672+00:00,2026-09-22T09:28:46.375618+00:00,2026/265-09:18:07,2026/265-09:28:46,09:18:07,09:28:46,03:18:07,2026/265,10.6 min,21.4°,NE→S,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-22T09:41:10.416040+00:00,2026-09-22T09:52:28.454903+00:00,2026/265-09:41:10,2026/265-09:52:28,09:41:10,09:52:28,03:41:10,2026/265,11.3 min,40.2°,N→S,YES,UHF+SBD,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-22T10:47:31.764544+00:00,2026-09-22T10:54:55.009155+00:00,2026/265-10:47:31,2026/265-10:54:55,10:47:31,10:54:55,04:47:31,2026/265,7.4 min,5.3°,NE→E,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-22T10:51:57.537804+00:00,2026-09-22T11:02:32.284016+00:00,2026/265-10:51:57,2026/265-11:02:32,10:51:57,11:02:32,04:51:57,2026/265,10.6 min,22.4°,N→SW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-22T11:10:32.650329+00:00,2026-09-22T11:19:13.011984+00:00,2026/265-11:10:32,2026/265-11:19:13,11:10:32,11:19:13,05:10:32,2026/265,8.7 min,8.4°,NE→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-09-22T11:15:34.787261+00:00,2026-09-22T11:25:01.721832+00:00,2026/265-11:15:34,2026/265-11:25:01,11:15:34,11:25:01,05:15:34,2026/265,9.4 min,12.7°,N→SW,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-22T12:20:54.827672+00:00,2026-09-22T12:31:56.035628+00:00,2026/265-12:20:54,2026/265-12:31:56,12:20:54,12:31:56,06:20:54,2026/265,11.0 min,26.4°,N→S,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-22T12:44:07.437625+00:00,2026-09-22T12:55:28.271043+00:00,2026/265-12:44:07,2026/265-12:55:28,12:44:07,12:55:28,06:44:07,2026/265,11.3 min,37.5°,N→S,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-22T13:54:52.070976+00:00,2026-09-22T14:06:23.436153+00:00,2026/265-13:54:52,2026/265-14:06:23,13:54:52,14:06:23,07:54:52,2026/265,11.5 min,62.6°,N→SW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-22T14:18:04.717480+00:00,2026-09-22T14:29:25.463619+00:00,2026/265-14:18:04,2026/265-14:29:25,14:18:04,14:29:25,08:18:04,2026/265,11.3 min,43.7°,N→SW,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-22T15:28:52.135615+00:00,2026-09-22T15:39:03.876482+00:00,2026/265-15:28:52,2026/265-15:39:03,15:28:52,15:39:03,09:28:52,2026/265,10.2 min,17.7°,N→W,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-22T15:52:00.471191+00:00,2026-09-22T16:01:43.892634+00:00,2026/265-15:52:00,2026/265-16:01:43,15:52:00,16:01:43,09:52:00,2026/265,9.7 min,14.2°,N→W,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-22T17:02:34.225209+00:00,2026-09-22T17:10:37.895812+00:00,2026/265-17:02:34,2026/265-17:10:37,17:02:34,17:10:37,11:02:34,2026/265,8.1 min,7.4°,NE→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-22T17:25:31.429628+00:00,2026-09-22T17:33:09.378529+00:00,2026/265-17:25:31,2026/265-17:33:09,17:25:31,17:33:09,11:25:31,2026/265,7.6 min,6.4°,NE→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-09-22T18:26:22.564282+00:00,2026-09-22T18:36:18.202335+00:00,2026/265-18:26:22,2026/265-18:36:18,18:26:22,18:36:18,12:26:22,2026/265,9.9 min,15.3°,S→NE,YES,UHF,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-22T18:35:20.991049+00:00,2026-09-22T18:42:18.431315+00:00,2026/265-18:35:20,2026/265-18:42:18,18:35:20,18:42:18,12:35:20,2026/265,7.0 min,5.0°,NE→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-22T18:57:57.580925+00:00,2026-09-22T19:05:01.816821+00:00,2026/265-18:57:57,2026/265-19:05:01,18:57:57,19:05:01,12:57:57,2026/265,7.1 min,5.2°,NE→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-22T19:57:38.003031+00:00,2026-09-22T20:06:23.303971+00:00,2026/265-19:57:38,2026/265-20:06:23,19:57:38,20:06:23,13:57:38,2026/265,8.8 min,9.6°,SE→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP SBD,BOULDER,2026-09-22T20:02:48.556091+00:00,2026-09-22T20:14:07.336168+00:00,2026/265-20:02:48,2026/265-20:14:07,20:02:48,20:14:07,14:02:48,2026/265,11.3 min,42.3°,SW→NE,YES,SBD,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-22T20:06:57.096684+00:00,2026-09-22T20:15:12.142614+00:00,2026/265-20:06:57,2026/265-20:15:12,20:06:57,20:15:12,14:06:57,2026/265,8.3 min,8.0°,E→N,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-09-22T20:19:45.293545+00:00,2026-09-22T20:29:52.232160+00:00,2026/265-20:19:45,2026/265-20:29:52,20:19:45,20:29:52,14:19:45,2026/265,10.1 min,17.2°,SE→N,YES,UHF,False,#ff5050,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-22T20:29:23.780333+00:00,2026-09-22T20:38:09.245238+00:00,2026/265-20:29:23,2026/265-20:38:09,20:29:23,20:38:09,14:29:23,2026/265,8.8 min,9.6°,E→N,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-22T21:29:39.959083+00:00,2026-09-22T21:41:07.670464+00:00,2026/265-21:29:39,2026/265-21:41:07,21:29:39,21:41:07,15:29:39,2026/265,11.5 min,55.6°,S→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-22T21:38:34.833947+00:00,2026-09-22T21:48:57.117074+00:00,2026/265-21:38:34,2026/265-21:48:57,21:38:34,21:48:57,15:38:34,2026/265,10.4 min,19.4°,E→N,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP DELETED,BOULDER,2026-09-22T21:42:40.453077+00:00,2026-09-22T21:50:56.083325+00:00,2026/265-21:42:40,2026/265-21:50:56,21:42:40,21:50:56,15:42:40,2026/265,8.3 min,7.3°,W→N,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-22T21:43:54.493696+00:00,2026-09-22T21:48:40.732494+00:00,2026/265-21:43:54,2026/265-21:48:40,21:43:54,21:48:40,15:43:54,2026/265,4.8 min,2.0°,SE→E,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-22T21:52:56.002729+00:00,2026-09-22T22:03:57.098078+00:00,2026/265-21:52:56,2026/265-22:03:57,21:52:56,22:03:57,15:52:56,2026/265,11.0 min,28.5°,S→NW,YES,UHF+SBD,False,#ff5050,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-22T22:01:11.191380+00:00,2026-09-22T22:11:57.864524+00:00,2026/265-22:01:11,2026/265-22:11:57,22:01:11,22:11:57,16:01:11,2026/265,10.8 min,24.9°,SE→N,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP DELETED,BOULDER,2026-09-22T23:08:03.030482+00:00,2026-09-22T23:11:55.629562+00:00,2026/265-23:08:03,2026/265-23:11:55,23:08:03,23:11:55,17:08:03,2026/265,3.9 min,1.2°,W→NW,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-22T23:11:23.739829+00:00,2026-09-22T23:22:57.651409+00:00,2026/265-23:11:23,2026/265-23:22:57,23:11:23,23:22:57,17:11:23,2026/265,11.6 min,72.6°,SE→N,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-22T23:17:27.149101+00:00,2026-09-22T23:27:05.605076+00:00,2026/265-23:17:27,2026/265-23:27:05,23:17:27,23:27:05,17:17:27,2026/265,9.6 min,13.7°,S→E,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP DELETED,BOULDER,2026-09-22T23:24:15.737118+00:00,2026-09-22T23:28:14.162297+00:00,2026/265-23:24:15,2026/265-23:28:14,23:24:15,23:28:14,17:24:15,2026/265,4.0 min,1.2°,NW→N,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-22T23:34:20.347766+00:00,2026-09-22T23:45:56.676709+00:00,2026/265-23:34:20,2026/265-23:45:56,23:34:20,23:45:56,17:34:20,2026/265,11.6 min,78.4°,S→N,YES,UHF,False,#ff5050,passes_manual.pkl,False
